,run_id,player_id,place,speedrun_time,is_verified,verify_date,submitted_date,examiner_id,timing_type,platform_id,platform_name,platform_released_year,is_level_cat,level_id,level_name,level_rules,game_id,category_id,cat_name,cat_rules,player_name,player_country,player_pronouns,player_signup_date,verify_shortDate,verify_day,verify_month,verify_year,verify_hour,submitted_shortDate,submitted_day,submitted_month,submitted_year,submitted_hour,player_signup_shortDate,player_signup_day,player_signup_month,player_signup_year,player_signup_hour
125,y93dd3ky,xy5qrwn8,21,2561.0,True,2021-10-24 15:29:11,2021-10-17 23:41:32,x35dv12j,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",CatOnVenus,us,They/Them,2020-04-20 04:50:03,2021-10-24,24.0,10.0,2021.0,15.0,2021-10-17,17,10,2021,23,2020-04-20,20,4,2020,4
126,m7xx9e5y,8d4zvk98,21,2561.0,True,2022-09-15 20:43:50,2022-09-09 12:07:12,xk4o37kj,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Ma_ehy,it,He/Him,2022-01-14 12:47:32,2022-09-15,15.0,9.0,2022.0,20.0,2022-09-09,9,9,2022,12,2022-01-14,14,1,2022,12
127,z090d9ez,pj0k3e38,23,2570.0,True,2020-12-22 21:13:53,2020-12-22 14:53:49,v8le49vx,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Zoid_FTW,us,nan,2018-06-05 23:59:17,2020-12-22,22.0,12.0,2020.0,21.0,2020-12-22,22,12,2020,14,2018-06-05,5,6,2018,23
128,zn3gvk7y,v8le49vx,24,2592.0,True,2020-12-26 22:40:30,2020-12-22 03:02:31,jo310rlj,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Alexis.,us,nan,2019-01-19 17:37:40,2020-12-26,26.0,12.0,2020.0,22.0,2020-12-22,22,12,2020,3,2019-01-19,19,1,2019,17
129,ywdq8vnz,jn3y4rqx,25,2853.0,True,2020-10-25 20:53:44,2020-10-25 16:44:22,v8le49vx,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",YoshiMonkey64,ca/qc,nan,2020-10-23 15:04:04,2020-10-25,25.0,10.0,2020.0,20.0,2020-10-25,25,10,2020,16,2020-10-23,23,10,2020,15
130,ylvqxlrm,86v57dwj,26,2909.0,True,2020-10-28 19:55:15,2020-10-28 16:36:31,v8lrpg48,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",thedragonplays36,nl,nan,2020-10-26 13:55:49,2020-10-28,28.0,10.0,2020.0,19.0,2020-10-28,28,10,2020,16,2020-10-26,26,10,2020,13
131,y8d9g75z,j0nyno48,27,2923.0,True,2021-04-22 20:14:09,2021-04-21 00:23:55,v8le49vx,realtime,8gejn93d,Wii U,2012,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",F1PROX,fr,nan,2020-11-25 21:02:48,2021-04-22,22.0,4.0,2021.0,20.0,2021-04-21,21,4,2021,0,2020-11-25,25,11,2020,21
132,mr6rw5dm,8qry6qoj,28,3143.0,True,2022-02-03 19:56:43,2022-01-26 20:39:13,xk4o37kj,realtime,o7e2mx6w,Xbox One,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",walophone,ie,nan,2021-02-16 02:02:38,2022-02-03,3.0,2.0,2022.0,19.0,2022-01-26,26,1,2022,20,2021-02-16,16,2,2021,2
133,y91dvqvm,jprp9ny8,29,3164.0,True,2020-12-14 04:18:49,2020-12-12 14:35:03,jo310rlj,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",jjuukin,se,nan,2020-05-31 15:00:49,2020-12-14,14.0,12.0,2020.0,4.0,2020-12-12,12,12,2020,14,2020-05-31,31,5,2020,15
134,y9x4212y,xkoo9n28,30,3268.0,True,2022-11-30 01:09:02,2022-11-20 20:25:32,x7qey508,realtime,7m6ylw9p,Switch,2017,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",TrenttheN642,us,nan,2020-01-18 17:58:36,2022-11-30,30.0,11.0,2022.0,1.0,2022-11-20,20,11,2022,20,2020-01-18,18,1,2020,17
135,z095e48z,jo310rlj,31,3272.0,True,2020-10-05 06:51:08,2020-10-04 23:55:27,v8lrpg48,realtime,mx6pwe3g,PlayStation 3,2006,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",UtterEvergreen1,ca,He/Him,2020-05-22 22:55:49,2020-10-05,5.0,10.0,2020.0,6.0,2020-10-04,4,10,2020,23,2020-05-22,22,5,2020,22
136,z0nkprem,8vokkz5x,32,3323.0,True,2023-04-06 23:54:23,2023-03-24 19:59:25,x7qey508,realtime,8gejn93d,Wii U,2012,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",CaveSpider,bh,nan,2021-06-29 18:47:50,2023-04-06,6.0,4.0,2023.0,23.0,2023-03-24,24,3,2023,19,2021-06-29,29,6,2021,18
137,z0jeel4y,48g1eo78,33,3345.0,True,2023-05-10 07:05:18,2023-04-30 13:10:26,v8le49vx,realtime,8gejn93d,Wii U,2012,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Corkstire,us,nan,2018-07-25 05:00:10,2023-05-10,10.0,5.0,2023.0,7.0,2023-04-30,30,4,2023,13,2018-07-25,25,7,2018,5
138,zgpx1kez,8e6qdv7j,34,3371.0,True,2022-05-16 16:37:28,2022-05-12 06:19:26,xk4o37kj,realtime,mx6pwe3g,PlayStation 3,2006,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",AeonIsInvalid,aq,He/Him,2022-02-18 05:17:38,2022-05-16,16.0,5.0,2022.0,16.0,2022-05-12,12,5,2022,6,2022-02-18,18,2,2022,5
139,mk85lnvm,jo35z7lj,35,3529.0,True,2020-10-31 00:17:55,2020-10-30 20:21:43,jo310rlj,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",DarkyXERZ,gb/eng,nan,2020-10-26 14:14:27,2020-10-31,31.0,10.0,2020.0,0.0,2020-10-30,30,10,2020,20,2020-10-26,26,10,2020,14
140,zx6v2gqz,8r73rzqj,36,3666.0,True,2021-01-18 20:50:52,2021-01-16 17:51:25,v8lrpg48,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Bulletbite,us,He/Him,2021-01-06 18:22:32,2021-01-18,18.0,1.0,2021.0,20.0,2021-01-16,16,1,2021,17,2021-01-06,6,1,2021,18
141,yo9j937y,x7qv67v8,37,3853.0,True,2021-01-24 18:16:03,2021-01-24 01:01:35,x7qey508,realtime,n568oevp,Xbox 360,2005,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Loma_Mincrft,ca,nan,2020-11-11 19:53:08,2021-01-24,24.0,1.0,2021.0,18.0,2021-01-24,24,1,2021,1,2020-11-11,11,11,2020,19
142,yl0ee9ky,qjo0573j,38,3995.0,True,2019-09-18 05:56:20,2019-09-16 00:59:56,v8lrpg48,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Dethlss,us,He/Him,2019-08-17 01:58:32,2019-09-18,18.0,9.0,2019.0,5.0,2019-09-16,16,9,2019,0,2019-08-17,17,8,2019,1
143,zgdq2vnz,x3mv9we8,39,4129.0,True,2022-02-08 02:39:31,2022-01-25 01:16:30,v8le49vx,realtime,o7e2mx6w,Xbox One,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Gladiator777356,bg,He/Him,2021-10-08 22:05:04,2022-02-08,8.0,2.0,2022.0,2.0,2022-01-25,25,1,2022,1,2021-10-08,8,10,2021,22
144,ydjxk8xy,x3mv9we8,40,4614.0,True,2023-09-27 19:19:07,2023-08-25 04:32:30,8vk99p5j,realtime,o7e2mx6w,Xbox One,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Gladiator777356,bg,He/Him,2021-10-08 22:05:04,2023-09-27,27.0,9.0,2023.0,19.0,2023-08-25,25,8,2023,4,2021-10-08,8,10,2021,22
145,zqel1d8z,8l41evvj,41,4625.0,True,2023-04-13 18:58:57,2023-04-11 21:58:08,x7qey508,realtime,o7e2mx6w,Xbox One,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Mathboss18,us,nan,2021-03-14 05:33:40,2023-04-13,13.0,4.0,2023.0,18.0,2023-04-11,11,4,2023,21,2021-03-14,14,3,2021,5
146,yl73rxkm,x3mv9we8,42,4712.0,True,2022-04-08 22:04:25,2022-04-04 21:51:57,xk4o37kj,realtime,o7e2mx6w,Xbox One,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Gladiator777356,bg,He/Him,2021-10-08 22:05:04,2022-04-08,8.0,4.0,2022.0,22.0,2022-04-04,4,4,2022,21,2021-10-08,8,10,2021,22
147,z098j28z,18vk61yj,43,4958.0,True,2020-12-18 00:20:48,2020-12-18 00:15:51,v8le49vx,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",toycat,gb,nan,2016-04-07 22:59:04,2020-12-18,18.0,12.0,2020.0,0.0,2020-12-18,18,12,2020,0,2016-04-07,7,4,2016,22
148,yvvgjdoy,8dp0rrm8,44,5339.0,True,2023-11-16 22:54:20,2023-09-12 10:54:35,8vk99p5j,realtime,4p9z70er,PlayStation Vita,2011,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Uranus15,jp,nan,2023-09-11 14:22:44,2023-11-16,16.0,11.0,2023.0,22.0,2023-09-12,12,9,2023,10,2023-09-11,11,9,2023,14
149,y92qlgez,pj063erj,45,6717.0,True,2019-04-07 13:46:39,2019-04-07 10:34:59,v8lrpg48,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",BlackoutWolf,us,nan,2017-02-19 14:57:51,2019-04-07,7.0,4.0,2019.0,13.0,2019-04-07,7,4,2019,10,2017-02-19,19,2,2017,14
150,z09oe59z,xkownn78,46,7043.0,True,2020-11-05 23:04:35,2020-11-05 00:02:19,v8le49vx,realtime,nzelkr6q,PlayStation 4,2013,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",thecracks220,ar,nan,2020-11-04 17:17:03,2020-11-05,5.0,11.0,2020.0,23.0,2020-11-05,5,11,2020,0,2020-11-04,4,11,2020,17
151,mk3r5qvz,x35dv12j,47,7095.0,True,2020-08-07 18:45:04,2020-08-06 11:09:09,xz995g08,realtime,mx6pwe3g,PlayStation 3,2006,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",smitch,gr,He/Him,2020-08-04 10:50:52,2020-08-07,7.0,8.0,2020.0,18.0,2020-08-06,6,8,2020,11,2020-08-04,4,8,2020,10
152,mrn68g2y,v8lp532j,48,7124.0,True,2021-10-01 05:48:16,2021-09-05 00:17:27,xk4o37kj,realtime,4p9z70er,PlayStation Vita,2011,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Baconman12,fi,He/Him,2016-08-09 13:10:48,2021-10-01,1.0,10.0,2021.0,5.0,2021-09-05,5,9,2021,0,2016-08-09,9,8,2016,13
153,m7pp7xem,pj01vvrx,49,7260.0,True,2018-06-29 08:45:32,2018-06-28 19:35:35,v8lrpg48,realtime,7m6ylw9p,Switch,2017,False,nan,nan,nan,mce,5dwyr40k,Random Seed Any% Glitchless,"## Random Seed Any% Glitchless Reach the End Poem as quickly as possible - [World Creation Settings and Rules](https://www.speedrun.com/mce/thread/71azs) - All glitches are forbidden, but in-game exploits are allowed. - When creating the world, you must **show all World Settings** before you press ""Create World"". - **All** World and Biome Sizes are allowed. - Timing uses the RTA format. - Time ends on the first frame of the end-game credits appearing on screen. - Pausing the game, leaving the world, or opening the console's home menu does not pause the timer. - **Using the map that you spawn with is allowed and encouraged.** ___ - **Random Seed** - The ""Seed for the World Generator"" textbox must be left empty.",Cqmeronnn,us,nan,2017-08-15 03:14:06,2018-06-29,29.0,6.0,2018.0,8.0,2018-06-28,28,6,2018,19,2017-08-15,15,8,2017,3
